Building_Type,Year_Built,Floor_Area_m2,Orientation,Material,Insulation_Level,Solar_Potential_kWh_m2,Wind_Potential_m_s,Geothermal_Potential,Energy_Demand_kWh,Installation_Area_m2,Carbon_Reduction_%,Payback_Period_Years,Optimal_Solar_Utilization_%
Wooden_House,1911,162,North,Brick,High,6.677923271414024,3.982395589072731,1.2813286740510188,9409,77,13.678841499340198,11.609607055549793,20.06256477966052
Stone_Villa,1724,125,South,Stone,High,4.612516621946449,4.239088652939724,1.2035896165851785,17471,34,23.003910991993713,10.68269174862045,5.4847587695197815
Wooden_House,1767,268,West,Timber,Medium,4.069020959107261,2.9347152187466867,0.6065561321050119,10783,21,21.901828014051574,10.192828996100618,7.471473914511049
Stone_Villa,1766,121,North,Stone,Low,4.752652807319109,4.536960566832027,1.7274617265129544,5712,43,38.14161560661789,10.158974182089157,14.786603341681973
Brick_Cottage,1932,138,North,Timber,High,6.898136861951605,2.7788098511254358,1.0035236009642625,15367,97,14.594044018132116,6.246142270045892,22.586925673893848
Stone_Villa,1808,95,West,Thatch,High,3.8559588594253866,2.004931271337349,1.3618732963278193,10406,83,10.295404750360328,10.772768674595556,14.835697014536601
Wooden_House,1845,245,North,Thatch,Medium,7.466784293489807,3.129244887562082,1.2721763523997016,12990,90,17.142556384213528,6.932830427104207,25.83482690515933
Wooden_House,1810,82,South,Timber,Medium,5.66401159571065,3.71228444287722,1.2698907568556634,12420,43,34.608305793059635,11.512566605310706,15.01941025563637
Brick_Cottage,1927,50,South,Timber,High,7.4393829758683765,3.4361145738965675,0.6608335913127312,17264,46,16.27965448141051,7.55247993709648,17.035733767147896
Stone_Villa,1810,196,East,Timber,Low,7.255985688343911,4.586228427729791,1.1352230138739992,17041,56,17.226341911164482,11.003622779295796,17.53392895440748
Stone_Villa,1733,80,North,Thatch,Low,5.311254856843667,2.316215857868501,1.1785501388098554,11843,58,13.896964136104323,6.86363446162461,19.17634124549597
Brick_Cottage,1810,257,East,Brick,High,4.293964298421397,3.661470321901177,1.6004642605466728,7433,82,31.463086098296213,8.601688556075683,16.89468037996967
Stone_Villa,1963,191,North,Stone,Medium,4.159539106260554,3.5389380494627223,1.7600282478810478,8301,98,12.075225715162516,5.748197068423424,17.605130389001584
Stone_Villa,1935,102,South,Stone,High,4.45995745547983,2.844178946516489,1.317473417150027,5270,45,19.93624906985565,9.620832320973218,9.669465083903422
Wooden_House,1782,97,South,Thatch,High,6.340530562258149,4.4666843377310315,0.6301744310974857,14986,84,18.474961798628936,10.852554926167869,15.937292225990983
Stone_Villa,1741,118,South,Stone,Medium,4.591799978925952,4.258545967646619,0.8552742058948194,18098,23,26.654791893704644,10.029130969116913,7.786854114072302
Stone_Villa,1800,154,North,Timber,High,4.865701078417193,4.198577561995493,0.7474010402790966,15654,48,31.912487950592066,8.662809590570602,14.821826470231109
Brick_Cottage,1705,139,South,Brick,High,5.295115215978459,4.628577434808668,0.6869225947836871,17485,20,25.98629304090242,5.315811150210217,8.965910833771463
Brick_Cottage,1879,239,North,Stone,High,7.152930721685825,4.168353801864564,1.0488489479267114,16586,69,37.93077978925203,11.534087050196009,16.45512728363162
Thatched_Hut,1981,269,East,Brick,Medium,4.257573671539385,2.6955238751441795,0.844090253231573,6079,30,38.54327916661995,9.938426840050443,14.083669694109567
Wooden_House,1925,243,North,Timber,Low,3.5201062104392125,4.116688134949073,0.8274546677172685,16070,93,20.843959854955465,10.221049668557331,15.61196279435747
Stone_Villa,1928,291,East,Stone,Low,3.7403856415126806,2.9231084401695315,0.5820397618644015,10322,78,33.33041128824678,10.56276402857565,17.170814681500822
Stone_Villa,1988,241,North,Thatch,Medium,7.119065366720472,2.7265239510424117,0.5265050671931508,18932,81,32.16404149804569,10.234203981493275,23.119020790846758
Thatched_Hut,1849,247,East,Brick,Low,6.0900658593734525,2.219010778698882,0.6541523639746727,17915,55,36.78893775114482,8.087813148688335,18.775653338555138
Stone_Villa,1976,112,South,Timber,High,4.592162477311227,4.23208574104303,0.7582962191354496,13795,75,23.438309206231096,10.135352805015629,16.7740270425942
Wooden_House,1897,122,East,Brick,Low,4.208770004044764,4.133002885849434,1.1464755932723047,10257,40,25.914195615933767,9.375187514672302,5.989865193244969
Thatched_Hut,1769,210,South,Stone,High,4.677066946548457,2.7034984330222813,1.265780391948267,18733,32,22.47322940744722,10.978114335681505,9.970670338120023
Wooden_House,1811,218,South,Stone,Low,3.9591877090051204,4.248137050172468,0.7108878772600484,12982,28,35.511307578991165,10.617218707361593,4.638227682761515
Thatched_Hut,1703,138,East,Thatch,Medium,7.266131641137765,4.75352264928066,1.1371750122862794,18368,30,16.89106946086403,5.289620677270819,6.342806392736267
Thatched_Hut,1794,225,North,Timber,Low,6.636824697461067,2.3240868724747377,1.012623263488891,14777,94,17.19127234727334,7.652209632328237,23.80960485345412
Brick_Cottage,1851,62,North,Timber,Low,5.349564707650163,2.697909915160325,0.775135465246934,16249,89,21.178153107312394,5.243013065287262,19.66887831292742
Wooden_House,1836,122,West,Thatch,Low,6.959850420460808,4.250782382261947,0.5102611222225453,11214,20,16.910284963070534,5.714524473362685,6.508350338947449
Stone_Villa,1946,294,North,Thatch,Medium,4.497832817172929,2.8235200205212347,1.2005267997826126,10006,89,26.830205092447624,9.209875054025279,20.75803267685861
Stone_Villa,1942,126,West,Timber,Low,6.368482273888774,3.8739919228511503,1.528477623897799,8985,96,14.03470319486507,11.116752748135774,26.35014485539748
Wooden_House,1730,208,North,Brick,Medium,6.924529996054973,2.2434926733911436,0.8394160012157106,17881,75,19.60558658212166,5.8387733109648705,23.90949120143378
Stone_Villa,1739,282,North,Brick,High,4.92707484649309,3.356607437310616,0.697710244845019,14587,50,37.4033409542677,8.157625012267822,13.734956509820503
Stone_Villa,1928,252,South,Thatch,Low,6.529857781802871,4.217274265978859,1.8305641166704427,16880,56,22.27676440575388,11.376152333645106,12.072367036930626
Wooden_House,1735,117,West,Brick,Medium,4.680289397057237,4.059541829129758,0.9125371587316966,13791,66,32.44701149480528,10.700106885701114,14.670745997510084
Thatched_Hut,1922,147,North,Timber,Medium,4.695428541036123,4.44521630202742,0.8354189296889971,13705,97,13.40386575119722,8.63767527526151,19.048378772201524
Wooden_House,1705,174,West,Stone,Low,3.9282287142167442,4.632356379809506,1.7856454094148737,10991,66,17.42693524425354,10.401000075301816,15.14906593789117
Thatched_Hut,1919,151,South,Stone,High,5.2602321860375945,4.3195505037762745,1.725660648750142,11227,88,34.22036863601106,8.658856418311759,22.98897975096684
Stone_Villa,1774,287,South,Brick,Medium,6.418847625989689,4.014763228816777,1.1725197057869505,14258,77,32.88978808869082,6.1066463609799415,20.564867231964598
Stone_Villa,1703,181,West,Thatch,Low,7.260883222285139,2.0951674754480933,1.2338582921416617,12833,55,21.584677557814636,5.873152792551753,14.694222430895202
Stone_Villa,1833,151,South,Thatch,High,5.915187967716385,3.604900020228332,0.8266230572510329,7886,51,38.63190706100423,6.318577624469489,12.869919540764096
Brick_Cottage,1817,68,East,Thatch,Medium,6.952542150942956,2.1130931747445585,0.6174525057193363,19245,83,37.31929047503637,7.4564546647597565,22.1419651038443
Thatched_Hut,1793,247,East,Thatch,Medium,6.789978597160909,4.424203451348068,1.3601477380334916,7653,90,38.869022473367195,11.51370487371813,21.39017770919813
Brick_Cottage,1761,275,South,Thatch,High,4.193372211901123,2.962173573379873,0.6475173823853198,18097,61,22.83744070563356,10.59774889557521,14.876835025382306
Brick_Cottage,1893,131,East,Brick,High,5.443269715650526,3.687288122353763,1.1739118204349748,19468,67,15.92420751057049,8.029610928584223,17.860027578281706
Wooden_House,1902,190,North,Stone,Low,3.967694142101566,2.8383359219567077,1.9107457977695161,14280,93,28.79975917274023,8.451536968513018,23.10663733898831
Brick_Cottage,1725,282,West,Stone,Low,6.22861264624654,4.347500433140881,1.9292515837558766,17577,49,30.543194748375953,6.8592662036649035,14.221674661283817
Wooden_House,1872,72,North,Brick,Medium,7.299598672984304,4.659507579925707,0.8589984298210379,19711,40,13.7632535335156,9.930470695304912,11.600554793582338
Wooden_House,1999,132,West,Thatch,High,4.048357832315026,3.195927482639192,1.4361701300684815,9864,79,33.59449102887718,10.619359700234266,16.908317388605976
Brick_Cottage,1832,158,South,Brick,High,6.435532523210165,4.588767180532967,1.2111143961617865,7514,32,10.541806592798816,6.672332869673036,4.579882937174254
Thatched_Hut,1817,124,North,Stone,High,6.028952603471444,2.801225022368997,1.813527691379159,8969,20,24.481851624303502,5.292751366505257,9.65430573254606
Thatched_Hut,1974,178,South,Timber,Medium,5.8344201480323985,3.6039827692265716,0.9071462964140798,8284,84,19.930487784846846,9.367222602140792,17.362499923449597
Thatched_Hut,1911,137,South,Brick,High,5.060480938753357,4.576284289516112,0.5055536102486253,12740,52,32.20909179697252,8.937584833947216,16.053169782967235
Thatched_Hut,1924,103,West,Thatch,High,4.92052659101525,2.9776440278473713,0.7438418088971226,9566,57,19.382821822654478,7.814918085202135,16.70564685670224
Thatched_Hut,1719,248,West,Stone,Medium,3.6809967560755514,4.862126795234257,1.0242842017540972,7196,44,34.804213383430984,9.507257592412472,16.378745658936193
Brick_Cottage,1812,138,West,Stone,Low,4.371634833008054,2.365638505344151,0.973581694655733,17375,45,27.848604663424318,8.854293085896005,16.781047220463385
Brick_Cottage,1839,262,North,Stone,Low,3.5607075291473076,2.054825209170519,1.687044378684329,19731,96,33.81680085286216,6.754071036159349,18.116480105725017
Stone_Villa,1746,192,East,Stone,Medium,5.825668422328082,4.712406057734572,1.5208409992082568,5789,78,39.680219135188715,7.784102829359057,25.827777652357476
Thatched_Hut,1700,114,West,Thatch,High,3.9234129435116354,2.2059459984436165,0.949334479422346,8475,52,30.374750372306703,7.9967949882306915,15.630005696281959
Brick_Cottage,1789,125,West,Timber,Medium,6.992077576118865,4.975667587842475,1.18661572574932,16345,60,39.54850949084933,11.161735961328946,18.65378414862047
Stone_Villa,1841,299,North,Stone,Low,5.592572082788661,4.854190585937318,0.6433386559375028,14856,49,10.86508980765116,11.726329078902715,6.489660158332457
Thatched_Hut,1737,248,West,Brick,Low,6.298759636234834,2.411062730108962,1.847219667230151,6309,76,20.144199654514253,11.25100953677548,21.725931995081126
Wooden_House,1992,192,North,Timber,Medium,5.143428367361986,3.6127538770776972,1.9031372366728012,5864,68,13.235597936869274,10.034246168363858,11.943339216173415
Stone_Villa,1838,198,South,Stone,Medium,5.742319236004194,2.554760892401433,1.9697053030714071,17055,67,17.869147941533186,9.094949135240753,19.612386124437677
Brick_Cottage,1958,196,West,Timber,Low,7.270636707866522,3.2844655190903596,1.8028292461787565,10389,91,35.16663697377324,9.824831448261685,18.542641224245408
Wooden_House,1860,109,West,Brick,Medium,3.830936158494683,2.184275387779498,0.7609413315443383,8363,68,10.96969795978271,11.573764545128823,15.75732759119146
Wooden_House,1877,142,South,Stone,Low,4.515751087694785,2.6717737633897687,0.5692947248024433,16716,66,25.605488071971813,6.749991146566822,16.01644145942949
Wooden_House,1709,266,South,Brick,Medium,6.619953307642177,3.0898183891966986,1.369395091119011,16978,75,27.01386122597119,8.745843553713835,16.269861356268795
Stone_Villa,1960,210,South,Thatch,Medium,3.8949488275306634,3.3159425007381644,1.8689075403246656,13215,84,26.83453440015868,9.827256133002855,15.54109054488497
Brick_Cottage,1837,98,West,Stone,Medium,3.8026444156164434,4.9324887746266795,0.7660270424896143,8003,31,24.258912214697673,9.754729009269923,7.977544592887268
Wooden_House,1871,273,East,Stone,Low,4.946165595016154,4.4235969370519435,0.5105643719362127,19174,88,33.71808894309266,6.765952717037855,18.324759201624023
Thatched_Hut,1712,290,East,Stone,Medium,3.8686718338897292,4.212229832935838,1.7082440690483665,13502,25,14.006292685166535,9.107120691728262,6.378007164026341
Wooden_House,1867,84,East,Stone,Low,5.840313768824812,3.611123944225923,0.615193526430101,18772,84,19.31731046652362,10.571391996941095,20.789780118205073
Wooden_House,1829,221,West,Thatch,Low,4.405101003266399,4.51999328181303,1.1205590478650456,6231,44,28.471781603355183,8.325552860351706,15.45846002597196
Stone_Villa,1783,151,South,Stone,Medium,7.08279185279749,3.0179685069671334,1.5183310057831776,12959,20,30.728540988038674,10.553086536891145,10.29012708965305
Stone_Villa,1800,267,West,Timber,Medium,6.634000323381027,4.126697338319948,0.8551963781842702,16980,51,22.12445295331169,7.519178184281883,9.877607487226811
Brick_Cottage,1972,60,South,Stone,Low,6.298820824397905,4.981351926134517,0.62594384517009,7711,22,36.261137899816994,11.571320890146312,6.935585349629762
Thatched_Hut,1964,148,West,Thatch,Low,5.967776109538008,2.943886726805596,1.655031842683743,11581,68,22.464801900877433,8.737499083493708,14.962654507483013
Stone_Villa,1737,249,West,Stone,High,6.953862921365854,4.022052604651902,1.4452626273305622,12705,38,22.083284030449995,9.1716356555483,15.60125696732911
Wooden_House,1793,159,South,Timber,Low,4.392248246171027,4.532944592457147,1.982735726730207,17993,79,11.08621784462155,5.2195309816321185,21.738660155148878
Brick_Cottage,1794,255,East,Thatch,High,6.99243537105691,4.747422750052017,1.016462049979939,18647,48,26.534240085842015,6.19188395990016,13.212744085636794
Wooden_House,1768,123,South,Thatch,High,6.657969193696209,4.153798072820305,0.5926435794352996,5421,69,31.260425155357154,9.430537163297313,14.080472238550172
Wooden_House,1935,243,North,Timber,High,6.492643305550742,2.8508237702514085,1.6015250530029437,14965,21,13.433144905505443,7.939092602475899,11.14289080087807
Stone_Villa,1836,223,North,Timber,Medium,5.745022712299696,2.978846454706839,1.2826001282798685,19656,92,19.162982982636123,8.557146533207224,25.35927987741389
Brick_Cottage,1775,58,South,Timber,Medium,4.4849766438824,2.0622740963718926,0.8198058970837026,16760,75,33.43770861348557,5.440799861135903,23.045560531369823
Thatched_Hut,1734,52,West,Timber,Low,5.194191663967585,4.282657933014529,1.6725934835071392,19922,36,20.977583062407263,10.83894666887269,13.177881181804997
Thatched_Hut,1700,134,North,Timber,High,6.674282618155207,2.128218818185854,0.8056332287749156,5946,79,17.248073861201195,10.49153921607352,18.56618086284457
Stone_Villa,1995,75,North,Thatch,Medium,3.6271139374292978,4.5939570638082365,0.8909924822494049,14378,55,30.166019906953366,6.297477830052946,11.34497991589538
Stone_Villa,1759,121,West,Thatch,Medium,6.6282030770550335,2.355981843423616,0.6387928315500787,6834,80,15.902763330149668,9.440305500801657,18.79119727600643
Brick_Cottage,1966,97,West,Stone,Medium,4.460282961950266,2.515629536407773,1.0991484185462816,6564,36,36.8695875874953,10.728206481579901,10.917436650103332
Thatched_Hut,1928,243,East,Stone,Medium,4.0772368028864125,3.429579412496712,1.1283938359061283,12332,68,13.16795188078423,9.4859789549092,14.957535330988396
Thatched_Hut,1969,247,West,Brick,Medium,3.9628052727212086,4.213641245506227,1.2718426855224476,9944,95,31.196494068484807,7.172786667070914,23.054220570946065
Thatched_Hut,1985,205,South,Stone,High,3.6090000478032604,2.417006615597233,1.5634464006856663,18877,79,24.986461038591255,9.592778053347171,15.761160747002878
Wooden_House,1990,166,South,Stone,High,5.594345940885812,3.3202132251994954,1.8591513930206387,18606,39,36.09788687190981,6.473232233782486,11.574727022213542
Thatched_Hut,1912,270,East,Timber,High,4.373039490774918,3.4485538232303146,0.706601148331713,19377,69,13.785852730787099,7.227784980955946,15.261413941909677
Wooden_House,1864,203,North,Timber,High,7.457727063118526,2.636856925005774,0.5815221475229856,15139,22,30.336847554882635,6.68048757175025,6.137662867862476
Brick_Cottage,1704,202,North,Stone,Low,5.797747023488823,2.3466751300418953,0.5277968503914999,6308,62,27.161639175441444,8.898475716731445,15.788983631557272
Wooden_House,1777,61,West,Brick,High,4.051541077424042,4.509262768956919,0.7154320671032244,7986,76,24.402704267201393,5.75758652735884,21.619219830656327
Brick_Cottage,1761,182,South,Timber,Medium,6.255050163245461,3.507396949288297,1.486924228672439,5386,69,24.74221790298005,11.533172662438371,20.375707766761828
Thatched_Hut,1831,275,North,Stone,High,7.090974266038901,2.043143707952459,1.591215616994745,11131,87,31.659308853955924,7.334586475640068,21.760138442297333
Thatched_Hut,1788,97,East,Stone,Low,6.480717981478458,4.4089439039273115,1.6797585702921833,14353,69,38.13224964804466,6.5327908897406095,19.73510889843911
Brick_Cottage,1936,86,East,Thatch,Medium,3.8057594441577907,4.942381416243754,0.8655623178565139,8258,56,12.737549773571443,8.475848695212818,8.017968281744043
Stone_Villa,1741,256,South,Brick,High,7.083536724770639,3.817778586242742,0.9588422198922799,11121,65,10.585079428315607,6.938984729183012,17.956804924066248
Brick_Cottage,1788,93,East,Thatch,High,6.675717543439859,3.5111251612522123,1.2247019683482492,9811,61,34.1711437744361,8.744328604678511,16.252166257696473
Stone_Villa,1995,277,East,Brick,High,4.133215600422457,4.6352475891348845,0.5947746452903397,11574,34,13.24508162652278,7.439564048474598,8.157979984002045
Wooden_House,1994,64,South,Timber,Medium,3.7071435549312675,4.857550369053795,1.4167122848168692,11697,52,39.600903882412716,5.924467675383285,18.765495902427897
Wooden_House,1803,92,West,Brick,Medium,5.7292423012572335,4.263610747707382,1.9756025505136368,8933,99,28.580447468765115,6.861266694190834,23.768756904273047
Wooden_House,1713,225,West,Stone,Low,4.124143245359908,3.3363587892028637,1.0412094670670038,16039,30,29.52599185762422,8.069078914730676,4.612777487774768
Thatched_Hut,1987,136,East,Stone,Medium,6.838363810381088,3.7766641979943216,1.6292712126370759,17713,39,15.966751088140523,5.212052585357379,9.048355405623745
Wooden_House,1878,119,West,Brick,Medium,4.9333386266866945,4.102806095053998,1.250050873354412,6439,43,17.209369308900232,10.394497689103334,10.464912849495292
Stone_Villa,1824,95,West,Brick,High,7.1515697789463015,2.5828207130054044,0.691717766540574,11169,83,29.780509092977503,9.352771952132912,20.52724433582968
Wooden_House,1722,291,East,Brick,Medium,5.762752688564023,3.341603096649314,1.3733561732038795,16634,99,37.29180513802591,9.20951725094848,28.172354780699713
Brick_Cottage,1762,157,West,Thatch,High,4.230689536958673,4.489463794151855,0.9498114026660974,9480,84,39.471716635527,8.822349523179362,21.51942162045783
Brick_Cottage,1842,172,East,Brick,High,4.0583954694392,3.964176045495329,0.5516048126801874,5055,92,15.94092839893281,9.13219220627548,22.093209552508995
Thatched_Hut,1852,220,North,Timber,Medium,5.805889750231016,3.2336122016355624,1.4523945951766157,8324,95,14.023588681293706,11.542563668950544,20.690023979889467
Brick_Cottage,1844,286,South,Thatch,Low,6.547534447449776,3.990087602044044,1.7883985239870914,11777,36,11.692040732823713,5.059984475675185,10.027531742463871
Stone_Villa,1924,70,South,Thatch,Low,6.626022590968729,2.3546672362173795,1.0171546503498112,5105,80,36.048910544839835,5.334597967604245,21.313849441191014
Wooden_House,1803,200,West,Brick,Medium,4.6030296177651255,3.204492831694629,1.0854433208191558,8201,34,18.841445405694063,6.340453869515616,8.826784272487235
Thatched_Hut,1803,156,West,Timber,Low,4.31698703564867,4.379385613889169,1.8365325244508173,5669,70,10.05436101607755,6.171109659952051,16.315541545983717
Wooden_House,1738,296,West,Thatch,High,3.5670252179695296,2.661526361409944,1.7204132200510338,17663,46,16.714542581692864,6.268361216284278,8.905728641433232
Wooden_House,1897,129,South,Stone,High,6.216796604804678,2.557884522672253,1.5724292353276657,13934,93,20.213232402982552,9.703607200940551,25.699552040930694
Stone_Villa,1833,96,North,Thatch,Medium,3.806273033734156,4.852455979749294,0.8731955956297219,5966,80,39.72958508490056,8.216383107351158,18.563673884825633
Brick_Cottage,1766,166,North,Brick,Low,5.183044807063704,2.629692888758692,1.8653249824499667,5307,77,25.70624781571245,11.942452148342852,14.648895097207998
Brick_Cottage,1878,173,South,Timber,Low,5.906728656073184,2.782755738950504,0.7316236363088195,7138,50,16.14141842785304,6.588201403620614,9.215370676075224
Wooden_House,1741,192,North,Brick,High,7.248435779678708,4.908847816713013,1.4401557791258328,16656,31,20.044550341403532,7.175810707192463,5.527739933742489
Thatched_Hut,1714,74,South,Stone,Medium,4.7472085478230746,4.204125710795077,0.543201770819778,18089,65,19.909230626706353,11.889685017611544,14.215151118728476
Brick_Cottage,1810,85,North,Stone,Low,4.49908864978608,4.098789599070585,1.4655797094874188,5109,50,10.591772393895265,10.822306985615729,8.020370052613668
Thatched_Hut,1856,252,East,Stone,Medium,6.116640617144394,4.558779151563744,0.9157165278100398,8632,51,14.055491625142903,8.28859454474973,8.222629588009022
Brick_Cottage,1988,100,East,Brick,Low,5.976956128214327,2.347469246710383,1.17451546577558,18952,51,30.855893791096335,8.88217819882193,14.697827266347648
Thatched_Hut,1930,64,South,Thatch,High,4.828439133232498,4.117868709740021,1.0178968280855796,11728,72,13.607529597122038,10.902245444569884,17.794308923922088
Stone_Villa,1856,117,North,Brick,High,7.212407342039146,3.5110658279847167,0.7591351343693149,17627,80,16.922028298183562,8.366861722324296,15.482544665484113
Thatched_Hut,1737,70,West,Timber,Medium,6.879449309958531,4.48745192085242,1.4329711851408111,10684,65,20.52211895212926,6.44216606507459,16.812711066373872
Stone_Villa,1796,190,North,Thatch,High,4.395930183460324,3.524425155995583,1.8229633327109112,18266,93,32.73204833506881,10.7991117698807,24.34763435726837
Stone_Villa,1988,263,East,Stone,Low,4.456570181738092,3.8607240628067365,1.9386263634236052,11499,99,27.472028946038193,8.764407438929503,27.88067470777122
Thatched_Hut,1953,68,East,Brick,High,5.549201387548322,3.433226379198608,0.7885195447308726,6915,26,30.66999954965705,6.07129818014675,11.499244459136126
Stone_Villa,1895,83,North,Stone,Medium,6.594288406922882,3.4344767706675325,1.57605916109446,17455,23,27.010369762605166,8.539100818290784,6.338756524159007
Wooden_House,1785,127,North,Stone,Medium,3.6761615175538576,4.303909934185494,1.4965090499085234,5556,71,30.50777275665607,7.892423664178011,19.67590969939693
Stone_Villa,1709,174,West,Timber,Medium,6.273340614938826,3.8856992019418497,1.0150666843618588,12619,50,10.085264609919173,11.137897723172305,12.896911492025168
Brick_Cottage,1704,245,West,Thatch,Low,6.092943589528388,3.8997896048282312,0.5286487990305888,18192,94,37.926944331142884,5.882388019524924,21.580681509788974
Thatched_Hut,1822,289,North,Timber,Low,4.4259203836519525,3.3508474514945776,1.5346868709692991,5104,55,13.327606926244195,11.126468631136179,15.831535416698708
Wooden_House,1817,166,North,Timber,Low,6.225412052965395,3.593328489012583,1.9182422908392502,7047,73,22.187472879307144,8.585477117671992,17.488402163155023
Thatched_Hut,1993,101,North,Timber,Low,7.26073276500833,4.237152998614362,1.448180182873477,19485,73,33.131151107345644,7.830551009868033,24.597147838606382
Brick_Cottage,1858,287,North,Stone,Low,3.687143379887074,4.477822757335755,1.1529390862814513,5145,36,23.056921540282715,6.133770290820582,12.351519860285471
Brick_Cottage,1927,76,South,Timber,High,4.77860822116825,4.089684206432139,1.2877308411674426,15955,94,38.40527655002548,9.905725738470755,24.494318164210743
Brick_Cottage,1915,206,North,Timber,Low,5.252706866665421,4.772218966537049,0.7994432114898763,5873,49,24.027668454963003,11.487646963770283,14.815119260840575
Stone_Villa,1883,288,West,Thatch,Low,7.097041435698758,4.460972264441603,1.6258162456306064,5298,41,36.24818216808014,7.627641477295239,13.628780827380563
Stone_Villa,1714,205,East,Thatch,High,7.349045786436626,3.6855913694285554,1.6196297450147736,8238,62,34.324843400868126,6.691095004695834,18.221053010382704
Thatched_Hut,1856,84,South,Timber,Low,5.276460985985329,4.0142182179312105,0.7182759505811374,19024,46,39.429589083960494,8.884068418994099,17.516449572037335
Thatched_Hut,1835,185,North,Thatch,Medium,6.500113648568765,4.778924830763588,1.8169675737494886,13837,56,37.79643342252926,10.57330163903709,17.92432520516492
Wooden_House,1960,193,East,Thatch,Low,5.626644095057932,3.8575041327291753,0.903784609209958,17925,65,36.94371504138636,5.026373861853731,22.474852031213274
Wooden_House,1856,155,South,Timber,Low,5.651131738965506,4.474420843939492,1.9733840914049223,11382,54,31.94813021558405,9.419642054768005,18.844718015830246
Thatched_Hut,1746,213,East,Stone,Medium,4.612398060265425,4.066431510769961,1.0743545210558687,16270,23,21.009944418046622,9.175612004890416,11.936971411401784
Stone_Villa,1872,207,North,Timber,Medium,4.3678249834555185,3.6558090831813996,0.7668260881017495,7511,99,13.183762556947073,7.22706530062912,23.85902227574999
Brick_Cottage,1829,195,North,Thatch,Medium,4.652021383696164,2.7255145862460592,1.0275801670184785,11596,99,30.6593515679317,8.159961025234793,23.582970820211713
Thatched_Hut,1794,51,West,Stone,Medium,5.725312029028317,3.2779925584052845,1.1602704930457897,5783,45,39.35962244013895,6.728742569132747,11.115986746792327
Wooden_House,1814,226,North,Brick,Low,3.616620744088356,4.903228474501147,0.6039616595574422,9992,38,31.79813311995607,10.5292001656629,12.53608924738138
Stone_Villa,1942,126,North,Stone,Medium,7.128995777425623,3.9732961498178003,1.3673275718349343,5370,64,37.86188107832007,9.441744533562755,16.178114257431574
Thatched_Hut,1991,181,South,Thatch,Medium,4.125134838199105,3.6931861410169686,1.3964486598033505,5486,45,34.1291413886655,8.728981354272896,10.559160967484836
Thatched_Hut,1981,139,West,Stone,High,4.380354707485546,4.798869876584682,1.6083956830242083,12378,41,14.893440253500362,7.7476833889247905,7.712862465788533
Stone_Villa,1998,138,South,Timber,Medium,5.573104705790586,3.759535343112346,0.5437548384361149,15229,77,17.47611311773862,7.0396907021451245,22.277446097754634
Thatched_Hut,1982,143,East,Brick,Medium,6.340459065349117,3.578247555252209,1.3118573216507452,19500,82,20.25596805287051,10.759155402304021,23.123639724322388
Stone_Villa,1768,252,North,Brick,High,3.882916218977589,4.277932565450616,0.5793611499059965,8196,47,15.047813330140123,8.159853693034982,12.52397315259639
Brick_Cottage,1847,56,East,Brick,High,4.770778790188649,4.137996856959633,1.55171632994998,14552,84,27.449539980190202,8.510131938891709,19.958126819042363
Stone_Villa,1710,144,South,Thatch,Low,7.374698422297429,2.579480025225298,0.5835919785514767,9287,63,39.26351572404854,8.645801113785192,20.205685161784523
Stone_Villa,1953,157,North,Thatch,High,4.549371867123783,3.4139248237223634,1.8675917725124491,18017,62,32.843765003084755,8.138568548021034,17.40364322725007
Stone_Villa,1737,123,North,Brick,Low,4.7522005802525875,3.417546328458756,1.5531238503267448,7261,56,22.701602472023858,6.792618983668966,13.645079223828759
Thatched_Hut,1833,88,South,Stone,High,6.845993962472134,3.1346735457300343,1.2610846476277358,15813,85,10.13513442940866,5.842383081701364,19.064342482693007
Thatched_Hut,1899,190,South,Brick,High,3.700857726761821,3.5518804464567593,1.1622558849217624,14148,36,19.398280334145362,5.689760870174185,8.680247804214112
Stone_Villa,1722,208,South,Stone,Low,5.358452675235883,3.2393221931814327,0.6960089456198936,13572,59,25.802778630766458,10.30223766338482,15.890390699578006
Thatched_Hut,1917,120,South,Stone,High,5.0184670578066815,2.5980364684135493,0.9364990843469947,16841,57,19.727526215559116,6.56469475611058,16.045740760445394
Wooden_House,1840,240,South,Thatch,Low,4.766347039634605,3.237099461824043,1.8034386575313444,18085,80,13.331047690715785,5.389709704677829,18.155753883107735
Wooden_House,1803,105,North,Stone,High,4.6427983761790586,2.2168308427195296,1.856679217343741,5238,28,23.282948705856835,10.582621846871202,12.820084191431405
Thatched_Hut,1909,290,South,Brick,Medium,3.865496419441637,3.7273575883232346,0.5011215625557965,11843,96,17.597584508971487,6.078431570024536,17.515277526657872
Thatched_Hut,1810,219,North,Thatch,High,4.759303317406595,4.560963646823335,1.3912045872163268,6105,94,37.276971293845044,9.376022642133478,21.50261451919888
Stone_Villa,1803,238,North,Timber,Low,3.6722096108626743,4.175861253063665,1.5789509135376705,6386,80,13.052635855030472,7.370502900135042,16.858014642161784
Brick_Cottage,1870,91,South,Timber,High,6.6238554545777415,3.0811821201623335,1.4281204736864095,15744,99,11.47457886174131,5.885361796839167,18.2515266887446
Thatched_Hut,1832,233,South,Thatch,Low,5.092911175832047,2.261213616731925,0.6225196472995309,15441,35,10.159425074645862,7.90136685478052,7.631696601106757
